Age,Gender,Neuter_status,Breed_group,Weaning_age,Outdoors,Other_cats,Activity_level,Contact_people,Aggression_stranger,Aggression_owner,Aggression_cats,Shyness_novel,Shyness_strangers,Grooming,Wool_sucking,Behaviour_problem
3.5096,1,0,SBI,4,4,1,3,3,1,1,1,2,2,2.0,0.0,1.0
1.3616,1,0,SBI,5,5,1,3,4,1,1,1,2,1,2.0,0.0,1.0
1.3973,1,0,SBI,4,5,1,3,3,1,1,1,2,1,2.0,0.0,1.0
7.5123,2,1,ORI,8,0,1,5,5,1,1,4,3,1,1.0,0.0,1.0
5.5315,1,1,ORI,5,4,1,4,4,1,1,1,3,3,2.0,0.0,1.0
7.7178,1,1,HCS,3,4,1,3,4,1,1,1,1,1,1.0,5.0,1.0
4.2548,2,1,ORI,8,2,1,4,3,1,1,2,2,2,1.0,1.0,1.0
9.4493,1,1,HCS,2,5,1,3,3,2,2,2,1,1,1.0,2.0,1.0
1.1836,2,0,ORI,5,4,1,5,5,1,1,2,1,1,1.0,3.0,1.0
7.4466,1,1,CRX,5,3,0,5,5,1,1,1,2,1,1.0,0.0,1.0
2.5068,2,1,ORI,6,0,1,3,4,1,1,2,2,1,1.0,0.0,0.0
5.0603,2,1,other,4,5,1,4,4,1,1,2,3,5,3.0,0.0,1.0
7.1096,2,1,RAG,4,5,1,5,4,1,1,2,1,1,1.0,0.0,1.0
2.8521,2,1,BUR,4,4,1,5,5,1,1,3,1,1,3.0,0.0,0.0
2.6247,2,1,BUR,5,4,1,3,3,1,1,2,4,2,2.0,1.0,2.0
4.1507,2,1,RAG,4,5,1,3,3,1,1,1,2,3,2.0,0.0,1.0
4.9397,2,1,RAG,4,5,1,4,3,1,1,1,1,2,1.0,1.0,1.0
6.4219,1,1,SBI,4,1,1,4,4,1,1,2,2,2,2.0,0.0,1.0
2.2219,1,1,ORI,5,2,1,3,5,1,1,1,3,2,1.0,3.0,1.0
4.3342,1,1,SBI,4,1,1,4,5,1,1,2,2,2,2.0,0.0,1.0
8.3096,2,1,SIB,6,0,1,3,3,2,2,2,1,1,1.0,0.0,1.0
4.6822,2,1,other,8,5,1,4,4,1,2,4,1,1,1.0,0.0,1.0
3.4767,2,0,SBI,4,4,1,4,4,1,1,1,1,1,1.0,0.0,1.0
3.3781,2,1,ORI,6,4,1,5,5,1,1,1,2,2,1.0,0.0,1.0
1.0438,2,0,SBI,4,4,1,3,3,1,1,1,1,1,1.0,0.0,1.0
3.1342,2,1,ORI,4,4,1,5,5,1,1,1,2,2,1.0,0.0,1.0
3.2521,1,1,SBI,4,0,1,4,5,1,1,1,1,2,3.0,3.0,1.0
4.6027,2,1,BUR,3,4,1,5,5,1,1,2,1,1,1.0,0.0,1.0
5.8055,2,0,SBI,4,0,1,4,4,2,1,2,2,2,3.0,1.0,1.0
1.3644,2,0,BUR,3,4,1,4,5,1,1,1,1,1,1.0,0.0,1.0
2.4712,1,0,SBI,5,0,1,5,5,2,1,2,2,3,3.0,1.0,1.0
0.7616,1,0,BUR,3,4,1,5,4,1,1,1,1,1,1.0,0.0,1.0
3.389,2,0,SBI,4,0,1,4,3,2,1,2,3,3,2.0,1.0,1.0
2.1726,1,0,NFO,6,1,0,5,4,1,1,1,2,1,2.0,2.0,1.0
3.389,1,1,SBI,4,0,1,3,3,1,1,2,2,2,2.0,1.0,1.0
2.7781,1,1,MCO,6,5,1,3,3,1,1,1,2,2,2.0,0.0,1.0
2.2274,1,1,MCO,6,5,1,4,4,1,1,1,4,3,1.0,0.0,1.0
1.5452,2,1,MCO,6,3,1,4,4,1,1,1,1,2,1.0,4.0,1.0
0.7808,1,0,MCO,4,3,1,5,5,1,1,1,2,2,1.0,0.0,1.0
5.5288,2,1,NFO,4,4,0,5,5,3,2,2,3,3,3.0,2.0,1.0
3.8959,2,1,NFO,4,4,0,5,5,2,2,2,2,3,2.0,1.0,1.0
9.4055,1,1,TUV,6,5,0,5,5,1,1,4,1,1,1.0,0.0,1.0
5.326,1,1,SIB,4,5,1,5,5,1,1,2,3,2,1.0,0.0,1.0
2.1726,1,1,NFO,6,2,1,5,5,1,2,2,3,2,3.0,4.0,1.0
0.7616,2,0,BUR,3,4,1,4,5,1,1,1,1,1,1.0,0.0,1.0
0.7616,2,0,BUR,3,4,1,3,4,1,1,1,1,1,1.0,0.0,1.0
2.8767,2,1,SIB,4,5,1,4,5,1,1,1,2,1,1.0,0.0,1.0
4.0411,1,1,SIB,4,5,1,5,5,1,1,2,2,1,1.0,0.0,1.0
0.3479,1,0,RUS,4,4,0,5,5,1,1,1,1,1,2.0,3.0,1.0
1.9068,2,1,BUR,3,4,1,4,4,1,1,1,1,1,1.0,0.0,1.0
6.0438,1,1,SIB,4,3,1,4,5,1,1,4,4,1,1.0,0.0,2.0
0.2767,1,0,SIB,8,5,1,5,5,1,1,1,2,2,1.0,0.0,1.0
0.2767,2,0,SIB,8,5,1,5,5,1,1,1,2,2,1.0,0.0,1.0
4.0712,2,1,SBI,4,2,1,4,4,1,1,1,2,2,1.0,0.0,1.0
4.6548,1,1,RUS,5,5,1,3,4,1,1,2,3,1,1.0,2.0,1.0
2.2904,1,1,HCS,4,2,1,4,4,1,1,1,1,2,1.0,0.0,1.0
8.0247,1,1,RUS,4,5,1,2,4,1,1,2,4,3,1.0,0.0,1.0
1.4438,1,1,MCO,6,5,1,4,5,1,1,2,2,1,3.0,2.0,1.0
1.1479,2,1,CRX,6,0,1,5,4,1,1,1,2,2,3.0,0.0,1.0
4.4,1,1,CRX,6,1,1,5,5,1,1,1,2,1,1.0,1.0,1.0
4.0712,2,1,SBI,4,5,1,4,4,1,1,1,2,2,1.0,2.0,1.0
4.2932,1,1,RAG,4,5,1,4,5,1,1,1,1,1,3.0,0.0,1.0
5.2548,1,1,HCS,2,5,1,4,5,1,1,1,2,1,1.0,0.0,2.0
1.8493,1,1,RAG,4,5,1,4,5,1,1,1,1,1,2.0,0.0,1.0
8.611,1,1,BUR,6,5,1,5,5,1,1,3,2,1,1.0,2.0,1.0
8.4932,1,1,HCS,1,1,1,2,3,4,1,2,2,2,2.0,2.0,2.0
0.4055,2,0,BUR,4,1,1,5,4,1,1,1,2,1,3.0,4.0,1.0
9.6712,1,1,PER,4,0,1,2,4,1,1,1,1,1,2.0,0.0,1.0
3.3205,1,1,HCS,4,0,1,4,4,1,1,1,1,1,1.0,0.0,1.0
1.1808,2,1,HCS,4,0,1,3,2,1,1,2,5,5,1.0,0.0,2.0
14.926,1,1,CRX,4,1,0,5,5,1,1,1,1,1,1.0,0.0,1.0
4.4384,2,1,PER,4,1,1,3,4,1,1,1,4,2,1.0,2.0,1.0
4.2384,2,1,DRX,8,1,1,4,4,1,1,1,1,1,1.0,0.0,1.0
4.6,2,1,TUV,5,0,1,3,4,1,1,1,2,1,1.0,0.0,1.0
1.4493,2,1,ABY,5,3,1,5,5,1,1,2,3,2,3.0,0.0,1.0
3.9671,2,1,DRX,4,2,1,4,4,1,1,1,1,1,1.0,0.0,1.0
11.1589,2,1,MCO,4,5,1,2,2,1,3,1,4,5,1.0,0.0,2.0
1.3041,2,0,DRX,8,1,1,4,4,1,1,1,1,1,1.0,0.0,1.0
1.189,2,0,DRX,8,2,1,5,4,1,1,1,1,1,1.0,0.0,1.0
0.8548,1,1,DRX,8,2,1,4,4,1,1,1,1,1,1.0,0.0,1.0
15.8575,2,1,BUR,4,1,1,4,5,1,1,1,1,2,1.0,0.0,1.0
10.611,2,1,EUR,4,5,1,3,3,1,1,1,2,1,1.0,0.0,1.0
0.5671,2,0,BUR,4,2,1,5,4,1,1,1,2,2,3.0,3.0,1.0
7.3151,1,1,MCO,4,5,1,3,4,1,1,3,3,2,2.0,4.0,1.0
2.5452,1,0,SIB,5,5,1,5,5,1,1,2,2,4,1.0,4.0,1.0
3.5123,1,1,KOR,8,1,1,4,4,1,1,2,2,1,3.0,0.0,1.0
2.1315,2,1,BEN,5,5,1,4,5,1,1,2,2,2,3.0,0.0,1.0
8.3041,1,1,SIB,6,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
0.4767,2,0,BEN,8,0,1,5,5,1,1,1,1,3,3.0,0.0,1.0
2.3918,1,1,PER,4,1,0,4,5,1,2,3,3,3,3.0,0.0,1.0
0.8521,2,0,KOR,5,5,1,5,5,1,1,1,1,1,1.0,4.0,1.0
0.5753,2,0,RAG,4,3,0,2,4,1,1,1,2,2,2.0,0.0,1.0
2.1589,2,1,KOR,7,5,1,5,5,1,1,1,2,1,1.0,4.0,2.0
0.6575,2,0,other,4,2,1,4,5,1,1,1,1,1,2.0,0.0,1.0
2.1753,2,1,NFO,4,0,0,4,3,2,2,1,3,4,3.0,1.0,1.0
8.5616,2,1,KOR,6,5,1,4,5,1,1,1,2,1,1.0,0.0,1.0
0.8137,1,1,NFO,6,2,0,4,4,1,1,1,2,3,3.0,0.0,1.0
1.2329,1,0,PER,6,5,0,4,4,1,1,2,2,2,2.0,0.0,1.0
2.4767,2,1,SIB,4,2,1,4,3,2,2,1,2,2,2.0,0.0,2.0
0.6164,2,0,BRI,8,4,1,4,4,1,1,1,2,1,1.0,0.0,1.0
5.3534,1,1,ABY,4,5,1,5,4,1,2,1,1,1,3.0,0.0,1.0
0.411,1,0,BRI,4,5,1,5,5,1,1,1,2,1,3.0,0.0,1.0
1.3233,1,0,KOR,4,2,1,3,4,1,1,3,2,1,2.0,2.0,1.0
1.3233,1,0,KOR,4,2,1,4,4,1,2,3,1,1,1.0,0.0,1.0
2.7671,1,1,TUV,6,2,0,4,4,1,1,3,5,1,4.0,0.0,1.0
2.7671,1,1,TUV,6,2,0,4,4,1,1,3,2,1,4.0,2.0,1.0
1.9041,2,1,NFO,5,4,1,4,4,1,1,2,2,2,1.0,0.0,1.0
1.2795,1,1,NFO,5,4,1,5,4,1,1,2,2,1,1.0,1.0,1.0
4.9699,1,1,SIB,4,1,1,4,4,1,1,2,2,2,1.0,2.0,1.0
4.9726,1,1,SIB,4,1,1,3,4,1,1,2,3,3,1.0,2.0,1.0
7.1726,1,1,HCS,3,2,1,4,4,1,1,2,2,2,4.0,0.0,1.0
3.8192,2,1,other,5,1,1,4,5,1,1,2,2,1,2.0,4.0,1.0
0.7014,1,0,ORI,5,3,1,4,3,1,1,1,4,5,4.0,1.0,0.0
6.3151,1,1,HCS,2,5,1,3,3,1,1,2,4,3,2.0,4.0,1.0
0.3918,1,0,NFO,4,5,0,4,3,1,1,3,3,1,3.0,1.0,1.0
6.4712,1,1,CRX,5,2,1,4,4,1,1,1,2,2,1.0,0.0,1.0
2.3205,2,1,CRX,5,1,0,4,4,1,1,1,2,1,1.0,0.0,1.0
7.7671,2,1,TUV,5,5,1,4,4,1,2,2,3,3,3.0,2.0,0.0
2.3671,1,1,CRX,5,3,1,5,5,1,1,1,1,1,1.0,0.0,1.0
7.1452,2,1,CRX,5,2,1,4,3,1,1,1,2,2,1.0,0.0,1.0
4.7397,1,1,CRX,5,2,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.8904,2,0,KOR,4,1,0,5,5,1,1,1,2,2,4.0,3.0,1.0
2.2027,1,0,HCS,8,1,1,5,5,1,1,1,1,2,1.0,0.0,1.0
2.7644,1,1,BUR,4,2,1,3,4,1,1,2,4,2,1.0,0.0,1.0
1.6932,1,1,BUR,4,5,1,5,5,1,1,3,1,1,1.0,0.0,1.0
2.611,2,1,BUR,5,2,1,5,4,2,2,4,5,5,4.0,1.0,1.0
7.326,1,1,other,5,1,1,3,4,1,1,1,2,2,2.0,0.0,1.0
1.5425,1,1,SBI,4,4,1,3,4,1,1,2,2,2,3.0,0.0,1.0
3.2411,1,1,BRI,4,5,0,2,4,1,1,3,4,3,3.0,5.0,1.0
1.7014,1,1,CRX,4,2,0,4,4,3,1,3,3,3,2.0,0.0,1.0
1.9233,2,1,MCO,5,4,1,4,5,1,1,1,1,1,2.0,0.0,1.0
1.7233,2,1,BEN,4,1,1,4,4,1,1,1,3,3,2.0,0.0,1.0
5.4301,1,1,MCO,4,4,0,3,4,1,1,2,4,3,2.0,0.0,2.0
2.3452,1,1,BEN,4,1,1,5,4,1,1,2,2,2,2.0,1.0,1.0
3.0247,1,1,MCO,5,5,1,3,4,1,1,1,2,1,1.0,0.0,1.0
2.7589,2,1,MCO,8,4,1,3,5,1,1,2,2,1,2.0,4.0,1.0
4.6411,1,1,MCO,8,4,1,4,5,1,1,2,1,1,1.0,0.0,1.0
1.5342,2,1,MCO,8,4,1,4,5,1,1,2,2,1,1.0,0.0,1.0
3.6356,2,1,TUV,6,4,0,4,4,1,1,4,1,1,2.0,0.0,1.0
2.4356,2,0,MCO,4,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
3.1479,1,1,MCO,5,4,1,4,3,1,1,1,2,2,1.0,0.0,1.0
2.789,2,1,BUR,5,1,1,3,5,1,1,4,2,2,3.0,0.0,1.0
0.6795,2,0,BUR,8,0,1,4,5,2,2,1,2,1,1.0,0.0,3.0
4.3315,2,1,BUR,8,0,1,4,5,1,1,2,1,1,1.0,1.0,1.0
2.1315,1,1,BUR,6,4,1,3,5,1,1,1,2,1,3.0,4.0,1.0
1.2356,2,0,EUR,4,3,0,3,4,1,1,1,1,1,3.0,0.0,1.0
1.8192,2,1,BUR,5,0,1,4,4,1,1,1,3,1,3.0,0.0,1.0
1.0575,2,1,BUR,5,3,1,5,5,1,1,1,3,1,3.0,2.0,1.0
4.0521,2,1,BUR,4,0,0,4,3,1,1,4,4,3,3.0,0.0,2.0
4.0521,2,1,BUR,4,0,1,2,2,1,1,3,4,3,3.0,0.0,2.0
1.8411,2,0,RUS,6,3,1,5,5,1,1,2,1,1,1.0,0.0,1.0
6.0712,2,1,other,4,1,1,3,4,2,2,1,1,1,2.0,0.0,1.0
0.3397,1,1,HCS,6,4,0,3,5,1,1,1,2,1,1.0,0.0,1.0
0.4685,1,1,HCS,5,4,1,5,5,1,1,1,3,1,1.0,1.0,1.0
7.3233,1,1,other,5,1,1,4,3,1,1,2,1,1,3.0,0.0,1.0
10.0959,1,1,other,4,5,1,4,5,1,1,4,1,1,1.0,0.0,1.0
7.4575,1,1,HCS,4,5,1,3,5,1,1,1,1,1,1.0,0.0,1.0
2.4192,1,1,HCS,4,1,0,4,3,1,1,1,2,1,3.0,3.0,1.0
8.1863,1,1,HCS,3,2,1,4,5,2,1,1,2,3,3.0,4.0,1.0
5.2137,1,0,HCS,1,5,1,2,5,1,1,2,1,1,1.0,0.0,1.0
9.2055,1,1,HCS,1,0,0,4,3,2,2,2,2,2,2.0,4.0,2.0
2.5041,2,1,BRI,4,5,0,3,3,1,1,4,2,2,2.0,0.0,1.0
10.5534,1,1,PER,4,3,1,3,5,1,1,2,2,1,2.0,0.0,1.0
1.9726,2,1,DRX,4,1,1,5,5,1,1,1,2,2,1.0,0.0,1.0
13.9014,2,1,HCS,4,0,0,3,3,2,1,2,4,4,2.0,2.0,1.0
5.5014,1,1,CRX,4,1,0,3,5,3,2,3,3,3,3.0,0.0,1.0
4.6986,2,0,SIB,4,0,1,3,2,1,1,2,2,2,1.0,0.0,1.0
7.4164,2,1,SIB,4,0,1,3,3,1,1,1,2,2,1.0,0.0,1.0
2.2164,2,0,SIB,4,0,1,3,4,1,1,2,1,1,1.0,0.0,1.0
0.937,1,1,other,6,2,1,5,5,1,1,1,2,1,3.0,0.0,1.0
1.7918,1,0,other,6,2,1,4,4,1,1,1,1,1,3.0,0.0,1.0
11.6219,1,1,CRX,4,1,1,4,4,1,1,1,3,2,4.0,0.0,1.0
11.0219,2,1,MCO,5,5,1,3,4,1,1,1,2,1,1.0,2.0,1.0
0.4082,1,0,BRI,8,4,1,4,3,1,1,1,3,4,1.0,0.0,1.0
8.3014,2,1,HCS,1,0,0,2,4,1,1,1,5,3,2.0,4.0,2.0
0.5781,1,0,other,8,1,1,5,5,1,1,1,2,1,3.0,0.0,1.0
1.137,2,0,SIB,4,0,1,1,5,1,1,1,1,1,1.0,0.0,1.0
2.2712,2,1,HCS,2,1,1,2,4,1,1,4,1,1,2.0,4.0,1.0
0.4219,2,0,MCO,5,5,1,5,5,1,1,1,2,1,1.0,5.0,1.0
5.2959,1,1,HCS,5,1,1,3,4,1,1,2,1,1,2.0,0.0,1.0
2.8658,1,1,MCO,5,5,1,3,4,1,1,4,1,1,1.0,1.0,1.0
0.2521,1,0,ORI,8,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.2521,1,0,ORI,8,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
1.611,2,1,MCO,5,5,1,2,5,1,1,3,3,1,1.0,0.0,1.0
3.8658,1,1,CRX,6,1,1,3,5,1,1,2,3,1,3.0,1.0,2.0
3.2877,2,1,DRX,6,1,1,3,3,1,1,1,3,3,3.0,0.0,1.0
0.6767,2,0,TUV,4,5,1,5,4,1,1,2,3,3,3.0,1.0,1.0
3.6356,2,0,SIB,4,5,1,3,4,1,1,2,3,3,1.0,3.0,1.0
0.2219,2,1,HCS,3,4,1,3,4,1,1,1,2,2,2.0,0.0,1.0
6.2685,2,1,HCS,3,4,1,4,4,1,1,1,2,3,1.0,0.0,1.0
6.0904,2,1,PER,4,4,1,3,5,1,1,2,1,1,3.0,0.0,1.0
2.3753,1,1,PER,4,4,1,4,4,1,1,2,1,1,1.0,0.0,2.0
1.6603,1,1,BUR,4,5,1,5,5,1,1,2,3,1,4.0,0.0,0.0
3.3671,1,1,PER,4,3,1,3,5,1,1,2,3,4,1.0,0.0,1.0
4.8192,1,1,BUR,4,2,1,3,4,1,1,2,3,2,3.0,2.0,1.0
0.4301,1,0,BUR,5,1,1,4,5,1,1,1,2,1,1.0,0.0,1.0
3.1534,1,1,BUR,4,5,1,4,4,1,1,2,2,2,1.0,0.0,1.0
1.4192,1,0,BUR,4,1,1,4,4,1,1,2,4,2,2.0,3.0,1.0
1.8329,1,1,other,6,1,1,5,5,1,1,1,3,3,5.0,4.0,1.0
2.0685,1,1,BUR,5,1,1,4,4,1,1,1,4,2,2.0,4.0,2.0
1.3452,1,1,SIB,4,5,1,4,5,1,1,1,3,1,2.0,4.0,1.0
3.6767,1,1,BUR,6,1,1,4,5,1,1,1,2,1,2.0,4.0,1.0
2.3534,1,1,SIB,4,5,1,3,3,1,1,1,2,2,3.0,0.0,1.0
5.1288,2,1,SIB,4,4,1,3,4,1,1,1,2,2,2.0,0.0,1.0
0.9507,1,1,SIB,4,5,0,3,3,1,1,1,2,2,2.0,0.0,1.0
13.2795,2,1,RUS,4,0,1,3,3,1,1,3,5,5,1.0,0.0,1.0
9.8,1,1,SIB,4,3,1,1,3,2,1,4,4,3,1.0,0.0,0.0
7.1151,2,1,RUS,8,5,1,3,3,1,1,2,4,4,3.0,0.0,1.0
4.2575,1,1,SIB,6,3,1,4,4,1,1,3,4,1,1.0,0.0,1.0
8.4384,2,1,RUS,5,5,1,3,3,1,1,2,3,3,3.0,0.0,1.0
3.6384,2,1,SIB,4,3,1,4,4,1,1,2,3,3,3.0,0.0,1.0
13.3014,1,1,BRI,4,5,1,2,2,1,1,1,1,1,1.0,0.0,1.0
2.7836,2,1,TUV,6,4,0,3,4,1,1,3,2,2,3.0,2.0,2.0
0.9123,1,1,SBI,4,3,1,5,3,1,1,1,3,4,4.0,4.0,1.0
19.5644,2,1,BUR,6,1,1,2,4,1,1,2,2,2,3.0,1.0,1.0
4.3726,1,1,CRX,6,1,1,4,5,1,1,2,2,2,3.0,0.0,1.0
0.8219,1,1,BUR,4,0,1,5,4,1,1,1,1,2,3.0,0.0,1.0
9.3973,2,1,SBI,4,5,1,3,5,1,1,1,2,2,1.0,2.0,1.0
5.7863,1,1,CRX,4,1,1,4,5,1,1,1,3,1,3.0,0.0,1.0
0.9123,1,1,SBI,4,3,1,5,4,1,1,1,2,3,4.0,3.0,1.0
0.8219,2,1,BUR,4,0,1,5,5,1,1,1,1,2,3.0,0.0,1.0
3.9699,2,1,SBI,4,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
4.7534,1,1,CRX,4,1,1,4,5,1,1,2,3,1,1.0,4.0,1.0
0.5178,2,0,CRX,6,2,1,5,5,1,1,2,2,1,3.0,1.0,1.0
4.2767,2,1,CRX,4,1,1,4,4,1,1,1,2,3,3.0,0.0,1.0
4.2356,2,1,SIB,4,5,1,4,5,1,2,2,2,1,3.0,1.0,1.0
4.1973,1,1,SIB,8,5,1,4,5,1,1,1,1,1,2.0,0.0,1.0
10.737,2,1,BUR,4,1,1,3,5,1,1,1,2,1,3.0,3.0,1.0
4.9068,1,1,CRX,4,1,1,4,5,1,1,2,1,2,3.0,4.0,1.0
5.2192,1,1,CRX,4,1,1,4,3,1,1,1,1,1,1.0,0.0,1.0
11.811,1,1,HCS,2,5,0,4,3,2,2,3,2,3,2.0,0.0,1.0
13.6986,2,1,HCS,2,5,0,3,4,1,1,2,3,2,2.0,0.0,3.0
1.2767,2,1,CRX,4,3,0,5,4,1,1,2,3,1,5.0,0.0,1.0
0.8192,1,0,ABY,6,4,1,4,4,1,1,1,1,1,1.0,2.0,1.0
1.1041,1,1,TUV,6,0,0,4,5,1,1,1,3,5,3.0,1.0,1.0
0.5151,1,1,HCS,3,1,1,5,5,1,1,1,2,2,1.0,0.0,1.0
0.7178,2,0,ORI,4,2,1,4,5,1,1,1,1,1,2.0,0.0,1.0
9.2521,2,1,RUS,5,5,1,3,3,1,1,1,1,1,2.0,0.0,1.0
4.5096,1,1,CRX,4,0,1,5,5,1,1,3,2,1,1.0,0.0,1.0
6.2082,1,1,CRX,4,1,1,5,5,1,1,2,1,1,1.0,4.0,1.0
6.0849,2,1,RUS,8,5,1,4,4,1,1,1,1,1,1.0,0.0,2.0
1.9836,2,1,other,4,1,1,3,4,1,1,1,2,1,2.0,0.0,1.0
8.0521,1,1,RUS,5,0,1,4,4,1,1,2,2,3,3.0,2.0,1.0
4.9178,2,1,SIB,4,2,1,3,3,1,1,1,1,1,1.0,0.0,1.0
1.7233,2,0,SIB,4,3,1,4,4,1,1,1,1,1,1.0,0.0,1.0
1.8274,1,1,MCO,4,2,0,4,4,1,1,1,2,1,3.0,3.0,1.0
2.3836,1,1,MCO,6,5,1,4,5,2,1,2,1,2,3.0,0.0,1.0
2.2,2,1,NFO,5,1,1,4,3,1,1,1,3,3,2.0,4.0,2.0
5.7863,1,1,NFO,4,5,1,3,4,1,1,1,2,1,2.0,1.0,1.0
2.8,2,0,SIB,4,4,1,2,2,1,1,1,2,2,1.0,0.0,2.0
0.8356,2,0,NFO,4,1,1,5,5,1,1,1,2,2,2.0,2.0,1.0
5.989,2,1,HCS,4,3,1,4,5,1,1,5,3,3,1.0,1.0,1.0
1.9288,2,0,RUS,4,5,0,4,4,1,1,2,3,3,1.0,0.0,1.0
2.3945,1,1,CRX,5,5,0,4,4,1,1,1,2,2,4.0,0.0,1.0
6.1151,2,1,SIB,4,0,1,3,4,2,1,1,2,4,1.0,4.0,1.0
4.7973,1,1,other,6,1,1,4,5,1,1,1,1,1,3.0,0.0,1.0
3.9397,2,1,CRX,4,1,1,4,5,1,1,2,2,2,2.0,0.0,1.0
16.7178,1,1,ABY,4,3,1,4,5,3,1,2,3,1,3.0,0.0,1.0
16.7178,1,1,ABY,4,3,1,3,3,2,1,1,2,3,2.0,0.0,1.0
2.8164,1,1,SIB,4,5,0,3,4,1,1,2,3,3,2.0,1.0,1.0
4.4767,2,1,other,6,1,1,4,3,1,1,2,3,2,2.0,1.0,1.0
6.1863,2,1,BUR,4,1,1,3,5,1,1,1,2,2,3.0,0.0,1.0
4.5918,2,1,RUS,4,0,1,3,5,1,1,2,3,5,3.0,0.0,1.0
7.6685,2,1,RUS,4,5,1,2,4,1,1,1,2,2,1.0,0.0,1.0
0.8356,1,0,ORI,4,1,1,4,4,1,1,1,1,2,3.0,3.0,1.0
0.463,2,0,ORI,4,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
7.6438,2,1,RUS,4,1,1,4,5,1,1,2,2,1,5.0,0.0,3.0
11.5863,1,1,HCS,6,5,1,4,4,1,1,1,2,2,1.0,0.0,1.0
2.8493,1,1,BRI,4,5,1,3,4,1,1,1,1,1,1.0,0.0,1.0
14.8849,2,1,BRI,4,0,1,2,3,1,1,3,2,1,1.0,0.0,1.0
0.8877,2,0,ORI,5,5,1,4,5,1,1,1,2,2,1.0,0.0,1.0
0.4795,2,0,ORI,8,1,1,4,4,1,1,1,2,2,1.0,0.0,1.0
2.8493,1,1,BRI,4,5,1,4,3,1,1,2,1,1,1.0,0.0,2.0
7.1644,1,1,RUS,4,5,1,3,4,1,1,1,2,2,1.0,0.0,1.0
2.8466,2,1,RUS,4,5,1,3,4,1,1,1,3,4,2.0,3.0,1.0
7.4082,1,1,DRX,2,5,1,5,4,1,1,1,1,2,3.0,4.0,1.0
5.0575,2,1,RUS,4,0,1,3,3,1,1,2,1,1,1.0,0.0,1.0
0.3562,2,0,BUR,4,1,1,5,4,1,1,1,1,1,1.0,3.0,1.0
1.5233,2,0,DRX,4,1,1,4,4,1,1,2,2,2,3.0,2.0,1.0
6.3671,2,1,BRI,5,0,0,3,4,1,1,2,1,1,1.0,0.0,1.0
0.7644,2,0,RUS,5,1,1,4,5,1,1,1,2,1,1.0,0.0,1.0
2.4055,2,0,DRX,4,5,1,4,3,2,1,3,3,3,4.0,4.0,1.0
4.2411,2,1,RUS,6,1,1,4,4,1,1,3,3,1,1.0,0.0,1.0
2.7781,2,1,RUS,4,0,1,4,3,2,2,2,1,1,1.0,0.0,1.0
4.5616,2,1,BRI,8,0,1,4,5,1,1,2,2,1,1.0,0.0,1.0
11.4438,1,1,RUS,4,5,1,3,4,2,2,2,4,3,4.0,0.0,0.0
6.0822,1,1,BUR,4,5,1,4,5,1,1,1,2,2,1.0,5.0,1.0
4.611,2,1,DRX,4,1,1,3,4,1,1,1,2,2,3.0,0.0,1.0
1.1863,2,1,RUS,8,0,1,3,4,1,1,1,3,1,1.0,0.0,1.0
6.6137,1,1,RUS,8,0,1,3,3,1,1,1,3,3,1.0,0.0,1.0
3.1315,2,1,BRI,6,0,1,3,3,1,1,1,2,2,1.0,5.0,1.0
6.5589,2,1,BEN,4,3,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.2767,2,0,DRX,4,2,0,5,5,1,1,1,2,2,3.0,5.0,1.0
6.3836,2,1,RUS,5,3,1,3,3,1,1,1,2,2,1.0,0.0,1.0
11.4219,2,1,SIB,4,4,0,3,4,1,1,5,1,1,3.0,0.0,1.0
5.4904,2,1,BUR,4,5,1,4,5,1,1,1,2,2,1.0,4.0,1.0
3.3178,1,1,DRX,5,0,1,4,3,1,1,1,3,3,3.0,0.0,1.0
2.7589,2,1,DRX,5,0,1,5,4,1,1,1,2,2,3.0,0.0,1.0
6.8219,1,1,ORI,4,1,1,4,4,1,1,1,2,2,1.0,0.0,1.0
4.3507,2,1,ORI,5,0,1,4,5,1,1,1,2,1,1.0,0.0,1.0
1.4329,2,1,RUS,4,4,1,4,4,1,1,1,1,1,1.0,0.0,1.0
3.8301,2,1,NFO,4,3,1,4,4,1,1,1,2,2,1.0,0.0,1.0
3.7233,2,1,RUS,4,3,1,3,3,1,1,1,5,5,1.0,0.0,1.0
6.2082,1,1,CRX,5,0,1,5,5,1,1,2,1,1,3.0,1.0,1.0
3.2082,1,1,SIB,4,4,1,4,5,1,1,1,3,3,3.0,0.0,1.0
11.2822,1,1,HCS,2,3,1,4,4,1,1,2,2,1,1.0,2.0,1.0
4.5616,2,1,BRI,4,5,0,3,4,1,1,2,2,1,1.0,0.0,1.0
9.7918,1,1,MCO,5,0,1,2,2,1,1,3,5,5,1.0,0.0,1.0
4.4301,2,1,SIB,4,4,1,4,4,1,1,1,2,2,3.0,0.0,1.0
