Age,Gender,Neuter_status,Breed_group,Weaning_age,Outdoors,Other_cats,Activity_level,Contact_people,Aggression_stranger,Aggression_owner,Aggression_cats,Shyness_novel,Shyness_strangers,Grooming,Wool_sucking,Behaviour_problem
1.074,1,1,RAG,4,5,1,5,5,1,1,1,2,1,1.0,4.0,1.0
6.7342,2,1,CRX,5,0,1,4,5,1,1,1,4,3,3.0,2.0,1.0
6.7342,2,1,CRX,4,0,1,5,5,1,1,1,1,1,3.0,3.0,1.0
5.8274,1,1,RAG,2,5,0,3,5,1,1,3,3,3,2.0,0.0,1.0
8.8027,1,1,ABY,3,5,1,4,4,1,1,2,3,2,1.0,1.0,2.0
1.6849,1,0,RAG,4,2,1,4,3,1,1,1,3,2,4.0,1.0,1.0
8.8301,2,1,RAG,4,5,1,2,4,1,1,2,2,1,1.0,2.0,1.0
7.1671,2,1,RAG,4,5,1,3,3,3,2,2,2,2,1.0,0.0,1.0
2.5699,2,1,RAG,4,5,1,4,4,1,1,1,2,2,1.0,2.0,1.0
5.2822,2,1,RAG,3,5,1,3,3,2,1,2,4,4,1.0,0.0,1.0
8.737,2,1,EUR,4,0,1,5,5,1,1,2,1,1,1.0,0.0,1.0
7.463,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.326,1,0,RAG,4,3,0,4,4,1,1,1,2,2,3.0,5.0,1.0
6.537,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
6.537,2,1,EUR,4,0,1,5,5,1,1,1,2,2,1.0,0.0,1.0
5.8247,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
5.7726,1,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
3.4712,1,1,other,8,5,1,3,5,1,1,1,2,2,2.0,0.0,1.0
3.4712,1,1,other,8,5,1,5,5,1,1,1,2,2,2.0,0.0,1.0
4.8849,1,0,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
4.526,1,0,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
4.526,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
3.7644,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
3.2822,2,1,EUR,4,0,1,5,5,1,1,1,1,1,2.0,0.0,3.0
2.8932,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
1.9973,2,1,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
1.6411,1,0,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
1.0603,1,0,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.6356,1,0,EUR,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
4.3671,2,1,EUR,4,1,1,3,3,1,1,3,4,4,3.0,4.0,1.0
5.8712,1,1,EUR,4,4,1,4,4,1,2,2,2,3,4.0,5.0,1.0
1.9288,2,0,HCS,1,0,0,5,4,1,2,2,3,4,3.0,1.0,1.0
7.5699,1,1,HCS,4,0,1,3,5,1,1,1,3,2,3.0,2.0,2.0
2.7726,2,1,HCS,2,0,1,4,5,1,1,1,4,3,3.0,4.0,1.0
2.7726,2,1,HCS,2,0,1,3,5,1,1,1,3,2,2.0,2.0,1.0
8.8301,1,1,ABY,6,3,1,3,5,1,1,2,4,1,5.0,3.0,3.0
8.4192,1,1,RUS,6,3,1,4,4,1,1,2,2,2,3.0,0.0,1.0
4.0082,1,1,HCS,2,5,1,5,5,1,1,3,2,2,3.0,0.0,1.0
4.5288,2,1,BUR,1,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
7.3397,2,1,BUR,8,5,1,3,4,1,1,2,2,2,1.0,0.0,1.0
1.6027,1,1,CRX,4,1,1,4,5,1,1,2,2,1,2.0,2.0,0.0
12.1973,1,1,HCS,3,4,1,3,4,1,1,3,2,1,1.0,0.0,1.0
1.1562,1,1,RAG,4,5,1,3,3,1,1,2,2,2,2.0,0.0,0.0
1.5726,2,1,HCS,1,3,1,5,5,1,1,3,1,1,2.0,4.0,1.0
8.1479,1,1,MCO,4,5,1,3,5,1,1,1,2,2,1.0,0.0,1.0
7.3616,1,1,MCO,4,3,1,3,5,1,1,1,1,1,2.0,0.0,1.0
6.3671,2,1,MCO,4,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
4.5479,2,1,MCO,4,5,0,4,5,1,1,2,2,2,1.0,0.0,1.0
3.4822,2,1,MCO,8,4,1,4,5,1,1,1,2,2,1.0,4.0,1.0
4.5973,1,1,other,8,0,0,4,5,1,1,1,1,1,1.0,0.0,1.0
4.4877,1,1,other,4,0,1,4,3,1,1,2,4,2,2.0,0.0,1.0
3.6904,2,1,other,4,0,1,5,5,1,1,2,1,1,1.0,0.0,1.0
0.7041,2,0,other,8,0,1,5,1,1,1,1,1,1,1.0,0.0,1.0
2.0932,1,1,other,8,0,1,4,5,1,1,1,1,1,1.0,0.0,1.0
5.7534,2,1,other,4,0,1,3,5,1,1,2,1,1,1.0,0.0,1.0
3.0521,1,1,other,6,1,1,5,4,1,1,1,2,2,1.0,0.0,1.0
8.3342,2,0,EUR,4,1,1,4,5,1,1,1,1,1,1.0,2.0,1.0
2.2767,1,1,other,4,1,1,5,5,1,1,1,1,1,1.0,0.0,1.0
14.7699,1,1,ABY,8,2,1,3,4,1,1,1,2,1,3.0,0.0,1.0
6.0384,1,1,HCS,1,0,1,3,5,1,1,3,4,4,1.0,0.0,1.0
6.0027,1,1,HCS,5,0,1,3,3,1,1,3,2,2,1.0,3.0,1.0
8.0027,1,1,RAG,4,2,1,3,5,1,1,2,1,1,2.0,3.0,1.0
2.937,1,1,HCS,8,1,1,5,4,1,2,2,4,3,1.0,4.0,1.0
4.1562,1,1,BEN,4,1,1,5,5,1,1,2,3,3,3.0,0.0,1.0
0.474,1,0,ABY,4,1,1,5,5,1,1,2,3,1,1.0,4.0,1.0
2.726,2,1,RAG,6,4,1,5,5,1,1,1,2,2,1.0,2.0,1.0
2.726,2,1,RAG,6,4,1,5,5,1,1,1,2,2,1.0,2.0,1.0
3.1973,2,1,RAG,8,5,1,4,5,1,1,2,4,4,3.0,0.0,1.0
3.2959,1,1,RAG,3,5,1,3,4,1,1,1,5,5,1.0,0.0,1.0
1.3589,1,0,RAG,8,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
12.8164,2,1,HCS,4,5,1,4,3,1,1,2,5,5,2.0,0.0,1.0
2.0904,2,1,HCS,6,5,1,4,4,1,1,2,1,1,2.0,0.0,1.0
9.537,2,1,CRX,4,1,1,3,4,1,1,1,1,1,2.0,2.0,1.0
2.0712,1,1,CRX,4,1,1,5,4,1,1,1,1,3,3.0,0.0,1.0
5.1068,1,1,other,4,1,1,4,5,2,1,5,3,3,1.0,3.0,1.0
8.5178,2,1,CRX,4,5,1,4,5,1,1,1,2,1,1.0,0.0,1.0
5.5123,2,1,CRX,4,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
4.1589,1,1,other,5,0,1,3,5,1,1,1,2,1,1.0,0.0,1.0
5.5123,2,1,CRX,4,5,1,4,4,1,1,2,2,1,1.0,0.0,1.0
3.463,1,1,CRX,4,5,1,4,4,1,1,2,2,1,1.0,0.0,1.0
4.7534,1,1,HCS,2,1,1,3,4,1,1,3,3,3,3.0,5.0,2.0
2.3671,1,1,CRX,4,5,1,4,4,1,1,1,2,1,1.0,0.0,1.0
1.6274,1,1,SIB,4,1,1,3,5,1,1,3,2,1,3.0,2.0,1.0
1.1068,2,0,SIB,4,1,1,3,3,1,1,1,1,1,3.0,4.0,0.0
3.0932,2,1,HCS,2,4,0,3,4,1,1,1,4,4,3.0,2.0,1.0
4.0192,2,1,SIB,4,3,0,3,4,2,1,2,4,4,3.0,0.0,1.0
7.0466,2,1,HCS,4,1,1,4,5,1,1,2,2,2,1.0,0.0,1.0
4.1205,2,1,other,6,2,1,4,4,1,1,3,2,3,1.0,3.0,1.0
1.1562,2,1,CRX,5,5,1,5,4,1,1,1,1,1,1.0,2.0,1.0
8.0192,2,1,HCS,1,5,1,3,4,1,1,3,2,2,3.0,0.0,2.0
3.3644,1,1,PER,4,1,0,3,4,1,1,1,4,3,3.0,0.0,2.0
2.6247,2,1,HCS,4,1,0,3,4,1,1,1,2,1,1.0,2.0,1.0
2.074,1,0,EUR,4,5,1,3,3,1,1,1,1,1,3.0,2.0,1.0
7.0466,2,1,HCS,4,1,1,3,4,1,1,3,2,1,2.0,6.0,1.0
6.8438,2,1,HCS,4,1,1,5,5,2,1,3,3,1,2.0,7.0,0.0
0.2603,1,0,EUR,4,4,1,5,5,2,1,2,2,2,3.0,4.0,1.0
2.4521,1,1,EUR,5,5,1,3,4,1,1,1,1,1,1.0,1.0,1.0
6.874,2,1,HCS,4,0,1,3,4,1,1,1,2,2,3.0,3.0,1.0
5.0438,1,1,HCS,2,0,1,5,5,1,1,1,1,1,3.0,0.0,1.0
5.0438,2,1,HCS,1,5,1,3,4,1,1,3,4,3,3.0,0.0,1.0
2.4986,2,1,HCS,6,5,0,4,5,3,2,3,1,1,3.0,3.0,2.0
4.0274,2,1,HCS,4,5,1,3,4,1,1,4,2,3,1.0,1.0,1.0
2.811,2,1,HCS,1,1,0,5,3,4,4,3,2,1,4.0,5.0,2.0
6.874,2,1,HCS,4,0,1,2,3,1,1,1,4,4,3.0,0.0,2.0
10.7973,2,1,HCS,4,1,1,3,2,1,1,3,2,4,3.0,0.0,1.0
3.6055,1,1,HCS,3,5,1,4,5,1,1,1,1,2,2.0,0.0,1.0
3.8767,1,1,HCS,2,0,1,4,5,1,1,1,2,2,3.0,0.0,1.0
5.0329,1,1,HCS,3,4,1,4,3,1,1,1,2,1,2.0,2.0,1.0
0.7205,1,0,SIB,4,2,1,3,4,1,1,1,1,1,3.0,5.0,1.0
0.6329,1,1,other,4,3,0,4,5,1,1,1,3,2,4.0,0.0,2.0
14.4795,2,1,HCS,1,0,1,2,2,2,1,2,3,4,1.0,0.0,0.0
5.0055,2,1,HCS,4,2,1,3,3,2,1,2,3,3,3.0,5.0,1.0
4.8521,1,1,HCS,2,4,1,3,3,1,1,1,2,2,3.0,3.0,0.0
2.1041,1,1,HCS,3,0,1,4,3,1,1,1,3,4,1.0,1.0,1.0
0.9973,1,0,other,4,1,0,3,3,2,2,2,2,2,1.0,3.0,1.0
2.7178,1,1,HCS,3,1,1,4,5,1,1,1,1,2,1.0,0.0,1.0
3.9425,1,1,SIB,6,5,1,3,4,1,1,1,3,3,3.0,0.0,1.0
1.8493,1,1,HCS,3,1,1,4,4,1,1,1,2,4,1.0,2.0,1.0
1.8384,2,1,HCS,4,4,1,5,5,1,1,3,3,3,2.0,3.0,1.0
2.126,2,1,HCS,4,5,1,4,5,1,1,1,2,1,3.0,0.0,1.0
0.9781,2,0,HCS,2,1,1,4,4,1,1,1,1,1,1.0,0.0,1.0
2.389,2,1,RAG,4,1,1,3,5,1,1,2,3,3,1.0,1.0,1.0
2.1644,1,1,EUR,5,5,0,3,4,1,1,2,2,2,1.0,0.0,1.0
2.8658,1,1,HCS,3,0,1,4,4,1,1,1,2,1,1.0,2.0,1.0
5.0082,1,1,HCS,3,3,0,4,4,2,1,2,3,4,2.0,0.0,1.0
8.9233,2,1,HCS,4,0,1,5,5,1,2,2,4,4,4.0,0.0,1.0
3.8356,1,1,HCS,4,1,1,4,5,2,2,2,1,2,2.0,5.0,1.0
2.7288,1,1,HCS,4,4,0,4,4,2,2,3,4,2,2.0,5.0,0.0
12.7562,2,1,EUR,8,4,1,3,3,1,1,2,2,2,3.0,0.0,0.0
3.8055,1,1,HCS,2,2,1,3,4,1,1,1,1,1,3.0,1.0,1.0
2.7397,2,1,HCS,2,3,1,3,5,1,1,2,1,1,1.0,0.0,1.0
0.8219,2,1,HCS,4,3,1,5,4,1,1,1,2,2,1.0,0.0,1.0
2.9808,2,1,HCS,3,2,1,5,5,1,1,1,1,1,4.0,1.0,1.0
5.8986,2,1,HCS,4,1,0,4,4,1,1,1,3,3,2.0,3.0,1.0
2.0055,2,1,HCS,4,2,1,2,2,1,1,1,4,4,2.0,4.0,1.0
5.074,1,1,KOR,5,5,1,3,5,2,1,3,4,3,1.0,0.0,1.0
12.0247,2,1,DRX,4,0,1,2,4,3,1,2,1,1,3.0,0.0,1.0
0.7836,2,1,other,6,1,1,5,5,1,1,1,2,1,3.0,0.0,1.0
12.9151,2,1,HCS,2,2,0,3,5,2,1,5,2,1,2.0,3.0,1.0
4.7315,1,1,KOR,4,5,1,4,1,1,1,2,1,1,1.0,0.0,1.0
2.0219,2,1,HCS,1,5,0,4,3,1,1,3,2,1,1.0,1.0,1.0
3.1973,1,1,HCS,1,0,1,3,3,1,1,2,5,2,3.0,6.0,0.0
3.9562,2,1,HCS,1,0,1,3,5,1,1,2,1,1,3.0,0.0,1.0
9.5096,1,1,other,4,5,1,4,5,1,1,1,1,2,1.0,0.0,1.0
5.9205,2,1,HCS,4,2,1,4,4,1,1,1,3,3,1.0,0.0,1.0
7.8137,2,1,CRX,4,1,1,3,4,1,1,2,2,1,1.0,0.0,1.0
5.9452,2,1,HCS,2,1,0,4,5,1,2,3,2,1,2.0,4.0,1.0
5.8384,1,1,HCS,5,4,1,4,3,1,1,4,4,3,1.0,0.0,2.0
2.1562,2,0,HCS,1,3,0,3,3,2,1,1,2,2,1.0,4.0,0.0
1.6795,2,1,HCS,4,5,1,4,3,1,1,1,2,2,3.0,0.0,1.0
8.0932,2,1,HCS,6,5,1,4,5,2,2,2,3,1,1.0,0.0,1.0
7.3671,2,1,CRX,5,1,1,5,5,1,1,2,1,2,1.0,1.0,1.0
1.1452,2,1,HCS,3,0,1,5,5,1,1,1,1,2,1.0,0.0,1.0
1.1452,2,1,HCS,3,0,0,5,3,1,1,1,3,4,1.0,0.0,1.0
11.0986,1,1,HCS,1,1,1,2,3,1,2,2,1,2,1.0,0.0,1.0
2.5973,1,1,HCS,4,4,1,4,4,1,1,1,2,2,3.0,3.0,1.0
4.0849,1,1,HCS,3,4,1,3,4,1,2,4,4,4,2.0,0.0,0.0
0.9863,1,1,HCS,3,1,0,5,5,1,1,2,1,1,3.0,4.0,1.0
14.9671,2,1,HCS,1,4,0,3,4,1,1,2,1,1,3.0,0.0,1.0
3.7068,2,1,HCS,4,5,1,4,3,1,1,5,1,1,1.0,2.0,1.0
4.0932,2,1,HCS,5,2,0,3,5,1,1,1,4,5,2.0,0.0,1.0
1.8438,1,1,HCS,4,4,0,5,5,1,1,1,2,1,3.0,0.0,1.0
10.0767,1,1,HCS,3,4,1,3,4,1,1,1,1,1,3.0,0.0,0.0
9.9671,1,1,HCS,1,1,1,3,4,1,1,1,5,3,1.0,0.0,1.0
0.7452,1,1,PER,4,3,1,3,5,1,1,1,2,2,3.0,4.0,1.0
8.0329,2,1,SBI,8,0,1,4,4,1,1,2,2,2,3.0,1.0,1.0
7.3918,1,1,SIB,4,1,1,3,3,1,1,2,2,2,2.0,2.0,1.0
5.9753,1,1,SIB,4,0,1,3,3,1,1,2,3,3,2.0,1.0,1.0
1.1068,1,1,RAG,4,5,1,5,5,1,1,1,2,1,1.0,0.0,1.0
10.0575,2,1,RAG,4,5,1,3,3,1,1,2,2,1,2.0,0.0,1.0
3.2384,2,1,HCS,1,0,1,4,4,1,2,2,3,2,3.0,0.0,1.0
2.0466,2,1,HCS,1,0,1,3,3,1,1,2,2,1,2.0,0.0,1.0
1.7507,1,1,BRI,4,3,1,3,4,1,1,4,2,2,3.0,0.0,1.0
0.726,2,1,SBI,5,1,0,5,5,1,1,2,3,1,3.0,4.0,2.0
0.7342,2,0,other,4,1,1,4,4,1,1,1,1,1,1.0,0.0,1.0
0.9753,2,0,HCS,4,3,0,3,4,1,1,1,2,2,3.0,0.0,1.0
5.5836,1,1,EUR,4,1,0,3,5,1,1,1,1,1,3.0,0.0,1.0
2.0192,2,0,EUR,5,2,1,3,3,1,1,1,2,1,1.0,0.0,1.0
1.8548,1,0,EUR,4,1,1,3,3,1,1,1,3,3,3.0,0.0,1.0
3.4603,1,1,HCS,1,0,1,4,5,1,1,2,3,3,3.0,5.0,0.0
4.0411,1,1,HCS,5,0,1,3,2,2,2,2,2,3,1.0,1.0,1.0
1.8986,1,1,HCS,1,0,1,3,3,1,1,1,3,3,1.0,2.0,1.0
7.0164,1,1,RAG,5,3,0,3,5,1,1,2,2,1,2.0,4.0,1.0
2.7973,1,1,HCS,8,5,1,4,4,1,1,1,1,2,3.0,0.0,0.0
3.9753,1,1,DRX,4,2,1,4,5,1,1,2,3,3,2.0,0.0,1.0
0.7342,1,1,other,5,1,0,4,4,1,1,1,2,1,3.0,0.0,1.0
0.6767,2,0,ABY,5,0,1,4,4,1,1,2,2,2,2.0,0.0,1.0
3.9753,1,1,DRX,6,2,1,3,4,3,1,2,3,3,1.0,0.0,1.0
14.7562,2,1,HCS,6,4,1,2,4,1,1,1,2,4,1.0,0.0,1.0
9.8959,2,1,EUR,5,5,1,2,3,1,1,1,4,4,1.0,3.0,1.0
13.4904,2,1,HCS,1,4,1,3,4,1,1,2,2,2,1.0,0.0,1.0
4.7452,2,1,EUR,4,5,1,4,3,1,1,2,5,3,2.0,0.0,1.0
2.7945,2,1,HCS,2,5,1,4,4,1,1,1,5,4,3.0,0.0,1.0
12.9699,1,1,HCS,2,4,1,3,4,1,1,2,2,2,4.0,0.0,1.0
12.1644,2,1,HCS,2,4,1,3,4,1,1,2,2,3,1.0,0.0,1.0
1.7096,2,1,HCS,1,5,1,4,4,1,1,1,1,1,1.0,5.0,2.0
9.1014,2,1,HCS,4,4,1,3,3,1,1,2,3,4,1.0,0.0,1.0
2.9397,1,1,SIB,4,5,0,3,2,1,1,4,3,4,3.0,0.0,1.0
5.6329,2,1,HCS,2,4,1,3,4,1,1,2,2,3,1.0,0.0,1.0
17.6055,1,1,KOR,6,0,1,3,4,1,1,2,1,1,2.0,0.0,1.0
5.874,2,1,HCS,2,1,1,2,3,1,1,1,2,2,4.0,0.0,1.0
2.6877,2,0,EUR,8,2,1,2,3,1,1,1,1,1,1.0,0.0,1.0
1.1096,2,0,HCS,3,1,1,5,4,1,1,1,1,1,4.0,0.0,1.0
9.0603,1,1,EUR,3,2,1,3,4,1,1,1,2,1,1.0,0.0,1.0
5.8822,1,1,HCS,4,3,1,3,5,1,1,1,2,1,1.0,3.0,1.0
10.1589,1,1,HCS,4,1,0,4,4,1,1,2,2,3,2.0,2.0,1.0
4.2685,1,1,BEN,5,1,1,5,4,1,1,3,2,2,1.0,0.0,1.0
4.2411,1,1,CRX,4,0,1,4,4,1,1,1,2,1,1.0,0.0,1.0
5.3836,2,1,DRX,4,1,1,3,4,1,1,2,2,2,1.0,0.0,1.0
3.0,1,1,HCS,1,1,1,3,5,1,1,1,2,2,3.0,0.0,1.0
15.5014,1,1,EUR,5,0,1,3,4,1,1,1,2,1,1.0,0.0,1.0
2.8822,2,1,HCS,4,0,1,4,5,1,1,2,2,3,2.0,0.0,1.0
4.126,1,1,HCS,4,0,1,3,3,1,1,2,3,2,1.0,0.0,1.0
5.3315,1,0,EUR,4,3,1,4,4,1,2,3,2,2,3.0,0.0,1.0
3.1068,1,1,HCS,3,4,0,3,4,1,1,1,3,1,2.0,0.0,1.0
0.389,2,0,other,4,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
5.2438,2,1,HCS,6,5,1,5,4,1,1,3,2,3,1.0,0.0,1.0
4.1288,1,1,other,6,1,0,4,4,1,1,2,3,2,1.0,0.0,1.0
3.0712,1,0,other,4,1,1,4,4,1,1,1,1,1,1.0,0.0,1.0
2.8658,2,1,other,6,1,1,3,3,1,1,2,1,1,1.0,0.0,1.0
4.7836,1,0,other,6,1,1,3,3,1,1,1,2,2,1.0,0.0,1.0
4.3233,1,1,SBI,4,5,1,3,4,1,1,2,1,1,1.0,0.0,2.0
0.9726,2,0,EUR,4,0,1,5,5,1,1,1,2,2,1.0,0.0,1.0
8.4932,1,1,SBI,4,5,1,3,4,1,1,1,2,2,1.0,0.0,1.0
10.0164,1,1,SBI,4,5,1,3,4,1,1,1,2,1,1.0,0.0,2.0
4.7863,2,1,HCS,8,0,1,4,5,1,1,1,5,5,2.0,3.0,1.0
1.0959,2,1,EUR,5,0,1,4,3,1,1,1,2,2,1.0,0.0,1.0
3.9315,2,1,EUR,5,4,0,3,4,1,1,3,5,5,3.0,0.0,1.0
1.0082,1,0,EUR,5,0,1,4,3,1,1,1,2,1,1.0,4.0,1.0
6.0329,2,1,CRX,4,0,1,4,4,1,1,1,3,2,2.0,2.0,1.0
0.6027,1,1,CRX,5,1,1,5,5,1,1,2,1,1,1.0,1.0,1.0
1.0822,1,0,HCS,1,5,1,2,2,1,1,1,3,3,1.0,0.0,2.0
10.0877,1,1,EUR,6,1,0,5,5,2,1,4,2,1,5.0,1.0,1.0
7.0438,2,1,DRX,5,1,1,4,4,1,1,2,2,2,3.0,0.0,1.0
1.8466,2,0,DRX,8,1,1,5,4,1,1,1,2,2,3.0,0.0,1.0
7.5589,1,1,RUS,4,4,1,3,4,1,1,2,3,4,1.0,0.0,1.0
7.9397,2,1,EUR,5,4,0,3,4,1,1,2,1,1,2.0,0.0,1.0
7.9397,2,1,EUR,5,4,0,3,4,1,1,2,2,1,2.0,0.0,1.0
1.5507,2,0,MCO,4,1,1,4,5,1,1,2,1,1,1.0,4.0,1.0
3.1425,2,1,HCS,4,3,1,4,4,1,1,2,1,1,1.0,0.0,1.0
2.537,2,0,MCO,3,0,0,3,2,1,1,1,2,2,1.0,3.0,1.0
1.0137,1,1,MCO,4,1,1,3,4,1,1,1,2,1,2.0,1.0,1.0
1.3534,1,1,MCO,5,3,0,4,5,2,1,3,2,4,2.0,3.0,1.0
15.0904,1,1,EUR,3,5,1,4,4,1,1,1,3,4,1.0,0.0,1.0
13.9507,1,1,EUR,6,0,1,4,5,1,1,1,1,1,1.0,0.0,1.0
16.5068,2,1,SBI,8,5,1,4,4,1,1,1,1,1,1.0,0.0,1.0
9.1945,1,1,SBI,4,5,1,4,3,1,1,1,1,2,1.0,0.0,1.0
5.4822,2,1,MCO,5,0,1,3,5,1,1,2,2,1,3.0,0.0,1.0
1.2027,2,1,BRI,4,2,0,4,5,1,1,2,2,2,3.0,2.0,1.0
1.4521,1,1,MCO,4,5,0,4,4,1,3,5,3,2,2.0,0.0,2.0
0.8164,2,0,RAG,4,3,1,4,4,1,1,2,3,2,2.0,0.0,1.0
9.0575,1,1,EUR,4,3,0,4,4,1,1,2,1,1,1.0,0.0,1.0
8.9753,1,1,HCS,4,1,1,3,5,1,1,1,1,1,3.0,0.0,1.0
4.5397,1,1,HCS,5,1,1,3,4,2,1,1,3,2,3.0,0.0,1.0
0.4986,1,0,SBI,4,3,1,5,4,1,1,1,2,1,2.0,1.0,1.0
1.5014,1,1,ABY,4,5,1,5,5,1,1,2,1,2,2.0,2.0,1.0
4.5644,2,1,EUR,8,1,1,4,4,1,1,1,4,4,1.0,0.0,1.0
10.5068,1,1,TUV,4,4,1,4,4,2,1,2,2,2,1.0,0.0,2.0
15.0603,2,1,ORI,8,2,0,5,4,1,1,4,2,2,1.0,0.0,3.0
9.537,2,1,TUV,4,4,1,4,4,3,2,2,3,3,1.0,4.0,1.0
8.9781,1,1,TUV,4,5,1,4,4,1,1,2,1,1,1.0,0.0,1.0
7.9644,2,1,HCS,4,5,0,4,4,1,1,2,2,3,2.0,1.0,1.0
9.5452,1,1,MCO,5,1,1,3,4,1,1,1,2,1,1.0,0.0,1.0
2.6959,2,1,EUR,4,4,1,4,3,1,1,2,2,2,3.0,2.0,1.0
1.1863,1,1,other,5,1,0,5,5,1,1,1,2,1,3.0,2.0,1.0
12.0959,2,1,SBI,4,3,1,4,4,1,2,2,2,2,1.0,0.0,1.0
5.5616,2,1,SBI,8,3,1,3,3,1,2,1,4,4,1.0,0.0,2.0
3.6164,2,1,ORI,4,3,1,5,5,1,1,3,1,1,1.0,0.0,1.0
2.8027,2,1,CRX,4,0,1,4,5,1,1,1,1,1,4.0,1.0,1.0
8.5945,2,1,SBI,4,2,0,3,4,1,1,4,3,2,2.0,2.0,0.0
6.074,1,1,MCO,1,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
4.4055,1,1,MCO,6,5,1,3,3,1,1,1,2,2,2.0,2.0,2.0
2.6329,1,1,MCO,2,5,1,3,3,1,1,1,2,2,1.0,0.0,1.0
1.1068,1,0,MCO,4,5,1,4,3,1,1,1,1,1,1.0,0.0,1.0
6.0438,1,1,KOR,4,1,1,5,5,1,1,1,2,3,1.0,0.0,1.0
12.1096,2,1,HCS,1,5,1,4,4,2,1,3,2,2,3.0,0.0,1.0
4.4521,2,1,CRX,4,1,1,4,4,1,1,2,2,2,4.0,0.0,1.0
6.2575,1,1,RUS,4,0,1,4,5,1,1,1,5,5,2.0,0.0,3.0
6.2438,2,1,RAG,3,5,1,4,4,3,3,4,2,2,3.0,2.0,2.0
8.2027,2,1,SBI,8,1,1,3,5,1,1,2,1,1,1.0,0.0,1.0
2.5068,1,1,CRX,4,3,0,5,5,1,1,1,2,1,1.0,0.0,1.0
3.8521,1,1,HCS,3,1,1,3,4,1,1,2,2,2,3.0,4.0,1.0
2.1151,2,1,CRX,5,1,1,5,5,1,1,2,2,1,3.0,2.0,0.0
9.537,2,1,HCS,4,2,1,3,4,1,1,3,3,2,4.0,0.0,1.0
0.3616,2,0,other,5,5,1,3,3,1,1,1,4,3,1.0,0.0,1.0
1.7068,2,1,DRX,4,3,1,4,4,1,1,1,2,2,2.0,4.0,1.0
3.8521,1,1,HCS,3,1,1,4,5,1,1,2,2,1,3.0,4.0,1.0
1.8822,2,1,DRX,5,3,1,3,5,1,1,1,1,1,2.0,0.0,1.0
0.5589,2,0,other,8,2,1,5,5,1,1,1,1,1,1.0,0.0,1.0
7.0,1,1,ORI,4,5,1,4,5,1,1,1,4,5,3.0,0.0,1.0
3.1644,1,1,HCS,4,5,1,3,4,1,2,3,5,3,3.0,3.0,1.0
4.8055,1,0,EUR,6,5,1,5,5,1,1,2,2,1,3.0,0.0,1.0
3.0959,1,1,RAG,5,2,1,4,5,1,1,1,3,3,2.0,0.0,1.0
9.0658,1,1,HCS,4,5,1,5,5,1,1,2,2,1,3.0,3.0,1.0
10.663,1,1,other,3,4,0,4,5,1,1,1,2,1,1.0,0.0,1.0
2.0603,1,1,HCS,4,1,1,5,4,1,1,1,2,2,3.0,3.0,0.0
2.5562,2,1,HCS,2,0,1,3,3,1,1,1,3,2,3.0,0.0,0.0
9.7205,2,1,HCS,2,1,1,3,4,1,1,1,2,2,1.0,0.0,1.0
5.5205,1,1,RAG,4,3,1,3,5,1,1,1,3,2,1.0,5.0,1.0
5.7918,1,1,RAG,4,3,1,2,4,1,1,3,3,1,2.0,2.0,1.0
5.2164,2,1,RAG,4,3,1,3,4,1,1,2,3,1,2.0,2.0,1.0
11.2575,1,0,EUR,4,5,1,3,5,1,1,1,2,1,3.0,0.0,1.0
10.5425,1,1,CRX,4,0,1,2,5,1,2,3,4,1,1.0,3.0,1.0
0.3616,1,0,other,5,0,0,5,1,1,1,1,1,1,1.0,0.0,1.0
3.3178,1,1,HCS,4,2,1,5,5,1,1,1,2,1,3.0,0.0,1.0
4.9589,2,1,CRX,7,3,1,3,4,1,1,2,1,1,3.0,0.0,1.0
8.5973,2,1,SBI,4,5,1,3,4,1,1,1,2,2,1.0,0.0,2.0
10.3041,2,1,HCS,4,1,1,4,3,1,1,1,2,2,3.0,3.0,1.0
5.326,1,1,RAG,3,4,1,4,4,2,1,2,4,2,3.0,0.0,0.0
7.0822,2,1,HCS,6,5,0,2,4,2,2,4,2,2,1.0,0.0,2.0
